#
# Log of class-related merge statistics
#
# quorum=   0.8 commonality=   0.2 noise=1.0 nrank=200.0
#
# in-group-sim=mi-sim
# N,words,class-size,self-mi,self-rmi,support,count,logli,entropy,cluster
1	"+ — ” _ ) [ ( ]"	8.0	6.4608082	8.5660244	31.0	14487.0	10.610143	14.773516	   +nan.0
2	"+ — ”"	3.0	7.0705645	9.5806200	556.0	47090.0	8.9094812	16.025897	1.1771181
3	"+ [ *"	3.0	9.7514132	11.877437	47.0	24534.0	9.8501194	12.223458	1.2819657
4	", ; U+0022"	3.0	4.7985125	10.550028	15817.0	787601.0	4.8455089	16.869166	0.8454602
5	"but and as"	3.0	4.3488388	10.524161	8781.0	483683.0	5.5489120	15.989013	1.3243438
6	"was is has"	3.0	4.6057545	10.112445	12514.0	404973.0	5.8051481	17.184157	1.2244412
7	"He It She"	3.0	5.1784725	10.542206	2689.0	136280.0	7.3764000	15.764008	1.4910372
8	"? !"	2.0	7.9757507	10.471958	1708.0	55358.0	8.6761101	16.868688	0.9691295
9	"? ! ."	3.0	6.9690641	10.846995	1717.0	174099.0	7.0230659	15.949442	1.2035548
10	"He It She There They"	5.0	4.9107631	10.628443	2798.0	165685.0	7.0945308	15.435862	2.0734115
11	"There It"	2.0	12.671820	11.713788	140.0	9119.0	11.277954	15.397244	0.9842030
12	"He It She There They This We"	7.0	4.6389330	10.619983	2826.0	182319.0	6.9565089	15.219498	2.4160276
13	"A No"	2.0	5.6272874	9.5462644	111.0	18002.0	10.296745	12.738042	0.9658390
14	"“ ‘"	2.0	7.0387336	11.206228	1345.0	172038.0	7.0402465	14.786953	0.4849308
15	"’ ”"	2.0	7.6654940	11.147360	1630.0	116681.0	7.6004041	15.703105	0.6511439
16	"no a an"	3.0	4.8268765	9.5818024	3016.0	150954.0	7.2288648	16.598979	1.1625739
17	"' ’ ”"	3.0	7.6617120	11.206485	1626.0	119581.0	7.5649856	15.631381	0.8067904
18	"' “ ‘"	3.0	7.0224859	11.234848	1344.0	176039.0	7.0070787	14.741404	0.6307736
19	"' -- _"	3.0	7.1275175	10.928509	469.0	48384.0	8.8703719	13.935410	1.0914150
20	": ###LEFT-WALL### , ; U+0022"	5.0	4.5750570	11.468925	14584.0	994275.0	4.5093289	15.717356	1.4862500
21	": ] + — ”"	5.0	7.5029305	9.8806027	565.0	51823.0	8.7713094	15.851880	1.6576725
22	"were was is has are"	5.0	5.0670426	11.170018	14288.0	497001.0	5.5097251	16.853356	1.8742433
23	"did were was is has are might"	7.0	5.0143042	11.186138	14478.0	525137.0	5.4302800	16.770348	2.1222342
24	"A The"	2.0	9.8684800	11.195989	673.0	25827.0	9.7760218	16.401394	0.7716667
25	"The You What"	3.0	4.1047419	9.5852053	195.0	25145.0	9.8146303	12.363766	1.5714306
26	"was am think"	3.0	6.5776521	9.3169908	834.0	32257.0	9.4552896	16.817397	1.4982619
27	"you What No"	3.0	9.5959221	10.951487	167.0	19745.0	10.163415	14.377086	1.4534725
28	"did do"	2.0	10.478660	10.407162	809.0	28420.0	9.6379953	17.491282	0.9814767
29	"asked said"	2.0	6.4652689	9.7647065	829.0	44790.0	8.9817252	15.851886	0.7451834
30	"have was am think shall"	5.0	6.0872847	9.5684476	1096.0	53717.0	8.7195232	16.506635	2.1422167
31	"be have make"	3.0	7.8965635	10.243612	3080.0	127702.0	7.4701927	17.251053	1.2492311
32	"has have"	2.0	12.165661	10.621425	715.0	21326.0	10.052289	17.917481	0.9992921
33	"has have had"	3.0	12.121330	11.650316	740.0	42500.0	9.0574391	16.805155	1.5164938
34	"Mr A No"	3.0	6.1316090	10.054649	105.0	19758.0	10.162465	12.321639	1.3127046
35	"could would should"	3.0	5.2551254	9.2553252	2975.0	114598.0	7.6263919	16.984349	1.5294346
36	"A The This"	3.0	9.8921131	11.291665	673.0	27447.0	9.6882534	16.301196	1.0496745
37	"must would might"	3.0	7.7461454	9.2131820	889.0	22778.0	9.9572608	17.454033	1.5213715
38	"could would should will may"	5.0	4.9192997	9.5605797	3485.0	169120.0	7.0649265	16.585179	2.2426318
