#
# Log of class-related merge statistics
#
# quorum=   0.7 commonality=   0.2 noise=4.0 nrank=200.0
#
# in-group-sim=mi-sim
# N,words,class-size,self-mi,self-rmi,support,count,logli,entropy,cluster
1	"+ — ” _ ) ["	6.0	4.7544563	8.5157953	20341.0	84391.0	8.0678128	19.878457	2.0133550
2	"+ [ *"	3.0	12.531988	11.577752	201.0	5682.0	11.960431	14.864819	1.2592879
3	", ; U+0022"	3.0	4.7830311	10.525099	114073.0	1035048.0	4.4513480	18.335073	0.7772592
4	"was is has"	3.0	4.8308542	10.262879	41578.0	474841.0	5.5755293	18.098773	1.2353793
5	"but and as for or than"	6.0	4.1044882	10.440475	63779.0	468486.0	5.5949679	17.340685	2.0150970
6	"? . ,"	3.0	6.8610960	10.764086	64177.0	475866.0	5.5724184	19.000647	1.0563013
7	"? . , !"	4.0	6.7552606	10.868341	67431.0	505758.0	5.4845266	18.903340	1.3252474
8	"He It There"	3.0	5.0770374	10.572274	5995.0	129119.0	7.4542725	15.413075	1.4701368
9	"He It There She They"	5.0	4.9301585	10.611537	8365.0	164582.0	7.1041672	15.683249	2.1098324
10	"They There"	2.0	13.396674	10.772015	32.0	3180.0	12.797803	15.806664	0.9998356
11	"He It There She They This"	6.0	4.8674881	10.682860	9369.0	175703.0	7.0098350	15.639314	2.3166802
12	"but and for by from upon"	6.0	8.7032656	10.019901	14961.0	76416.0	8.2110272	19.714254	2.3824684
13	"A No"	2.0	5.6350767	9.5417477	2011.0	22658.0	9.9648814	14.867958	0.9629099
14	"of in but and for by from upon"	8.0	5.0604491	9.9038936	72617.0	712264.0	4.9905617	18.423156	1.6128553
15	"but and for"	3.0	9.4430736	10.709724	2043.0	149639.0	7.2414876	17.239753	1.1495852
16	"“ ‘"	2.0	6.9087337	11.019680	10145.0	192595.0	6.8774036	15.755755	0.4959925
17	"' -- + — ” _ ) ["	8.0	6.0517373	10.449808	22620.0	133956.0	7.4012146	17.929144	2.4353689
18	"' ” ’"	3.0	7.9550278	11.410574	2698.0	131111.0	7.4321851	15.218192	0.8547383
19	"far well"	2.0	9.4736751	10.264371	2406.0	16660.0	10.408513	18.004424	0.9460385
20	"+ —"	2.0	15.256016	11.645198	115.0	9904.0	11.158819	16.963227	0.9295342
21	"his the their"	3.0	3.5140151	9.5864801	86099.0	837911.0	4.7561768	18.279035	0.9519107
22	"much far well"	3.0	8.9380999	10.354204	4413.0	28833.0	9.6171809	18.509768	1.5290901
23	"A The"	2.0	9.8623010	11.158417	4989.0	30652.0	9.5289207	18.420627	0.6105094
24	"has had have were may might"	6.0	4.4299541	8.6853002	26193.0	125610.0	7.4940225	19.571511	2.0640432
25	"has had"	2.0	12.361692	11.395723	474.0	32808.0	9.4308543	16.978560	0.9071247
