#
# Log of merge statistics
#
# quorum=   0.8 commonality=   0.5 noise=4.0 nrank=200.0
#
# N,rows,cols,lcnt,rcnt,size,sparsity,entropy,ranked-mi,mmt-q
1	15083	1043583	22942644	22942644	2777968	12.468151	18.221803	9.1671282	11.945777
2	15084	1043762	22942644	22942644	2777520	12.468727	18.220996	9.1619699	11.945557
3	15085	1054364	22942644	22942644	2731878	12.507307	17.835106	9.0940149	11.951777
4	15086	1056140	22942644	22942644	2730690	12.510458	17.887537	9.0605433	12.016202
5	15087	1051730	22942644	22942644	2692818	12.524666	17.833650	9.0319016	11.994644
6	15088	1051974	22942644	22942644	2660421	12.542558	17.661869	8.9356953	11.922137
7	15089	1055628	22942644	22942644	2637505	12.560137	17.504269	8.8664533	11.926575
8	15090	1055519	22942644	22942644	2634119	12.561937	17.482190	9.2443425	11.915895
9	15090	1053896	22942644	22942644	2629889	12.562036	17.466004	9.2070007	11.903405
10	15090	1053103	22942644	22942644	2626286	12.562928	17.427332	9.1536757	11.875425
11	15090	1052667	22942644	22942644	2625186	12.562935	17.417159	9.7687423	11.865098
12	15091	1052792	22942644	22942644	2624756	12.563438	17.416690	8.3722164	11.865080
13	15092	1052328	22942644	22942644	2623001	12.563862	17.414520	8.2226839	11.864981
14	15093	1054600	22942644	22942644	2620553	12.568417	17.392524	8.1991158	11.864316
15	15094	1054742	22942644	22942644	2620286	12.568853	17.388869	8.1951150	11.863185
16	15095	1054190	22942644	22942644	2550823	12.606955	16.832567	8.1518447	11.641983
17	15094	1052649	22942644	22942644	2547877	12.606416	16.836738	8.1520397	11.627794
18	15094	1049947	22942644	22942644	2540202	12.607061	16.825518	8.0025039	11.589945
19	15095	1049881	22942644	22942644	2540007	12.607176	16.825440	7.9929402	11.590054
20	15096	1049264	22942644	22942644	2536551	12.608388	16.819267	8.0970738	11.592076
21	15097	1049241	22942644	22942644	2536419	12.608527	16.817201	8.4610051	11.590638
22	15098	1048630	22942644	22942644	2534274	12.609003	16.812228	8.2790061	11.584394
23	15099	1048655	22942644	22942644	2533555	12.609542	16.784383	8.2364744	11.617874
24	15100	1047907	22942644	22942644	2531726	12.609650	16.780670	7.9914125	11.613106
25	15101	1044506	22942644	22942644	2437572	12.659732	16.386742	7.9511160	11.511967
26	15102	1044748	22942644	22942644	2437230	12.660365	16.383298	8.1255896	11.509945
27	15102	1044541	22942644	22942644	2436932	12.660255	16.381704	8.2392806	11.508430
28	15102	1044135	22942644	22942644	2436364	12.660031	16.380447	8.3214795	11.507090
29	15102	1043825	22942644	22942644	2435855	12.659904	16.378962	8.1601572	11.505558
30	15102	1043345	22942644	22942644	2434397	12.660104	16.377051	7.8863391	11.503259
31	15102	1042895	22942644	22942644	2433174	12.660206	16.376490	7.9235606	11.502127
32	15101	1038580	22942644	22942644	2424679	12.659175	16.346592	7.7473613	11.460848
33	15102	1033470	22942644	22942644	2403485	12.664821	16.340498	7.7349041	11.439251
34	15103	990318	22942644	22942644	2304417	12.664109	16.870704	7.7340835	11.269749
35	15104	990254	22942644	22942644	2303798	12.664499	16.870416	7.6663358	11.269758
36	15104	990194	22942644	22942644	2303480	12.664611	16.867998	7.6567574	11.267958
37	15105	992228	22942644	22942644	2298320	12.670902	16.756289	7.8002381	11.245450
38	15106	992292	22942644	22942644	2298116	12.671219	16.755968	7.6518773	11.245548
39	15107	990904	22942644	22942644	2287209	12.676159	16.707260	7.6427946	11.193121
40	15108	990569	22942644	22942644	2276213	12.682719	16.697533	7.6366092	11.191665
